Customer ID,Name,Age,Gender,City,State,Income Level (INR),Tenure (Months),Number of Activations,Number of Reactivations,Number of Cancels,Number of Products Owned,Types of Products,Average Monthly Spending (INR),Emails Sent,Calls Made,Returns,App Usage Frequency (per week),Product Events (per day),Attrition Risk
194895,Jagat Yohannan,24,Female,Anantapur,Sikkim,129356,48,1,1,0,7,"Doorbells, Alarms, Cameras",2699.77,40,18,1,44,71,No
272827,Nathaniel Kashyap,75,Male,Mahbubnagar,Kerala,174930,41,1,1,2,10,Locks,4332.17,4,18,0,21,81,No
527829,Naveen Mital,25,Male,Mira-Bhayandar,Bihar,23412,83,3,3,0,6,"Cameras, Sensors",1569.36,17,2,2,26,79,No
571158,Dalbir Seth,73,Male,Begusarai,Arunachal Pradesh,102847,98,4,0,2,4,Doorbells,2461.63,45,17,4,38,9,No
216538,Jagat Murty,49,Male,Bharatpur,Uttarakhand,118941,95,0,1,1,3,"Sensors, Doorbells",2149.85,15,1,1,7,22,No
498898,Ranbir Bhatia,59,Female,Danapur,Nagaland,178481,17,3,1,0,1,"Sensors, Locks, Cameras",4196.34,29,19,1,13,50,Yes
376157,Rishi Narang,53,Female,Buxar,Tripura,178680,110,3,1,2,2,"Sensors, Locks",2312.34,7,0,0,43,43,No
803026,Lila Bhat,47,Male,Chinsurah,Manipur,184940,16,2,3,0,1,Locks,2728.3,44,2,1,28,74,Yes
415616,Manya Dora,39,Male,Bhimavaram,Bihar,55021,84,1,2,0,10,"Doorbells, Sensors, Alarms",1138.44,45,6,5,30,4,No
226844,Tanmayi Srinivas,70,Female,Sagar,Kerala,32916,35,0,1,0,6,"Cameras, Doorbells",3825.51,38,1,5,21,11,Yes
974116,Neel Singh,23,Female,Srikakulam,Meghalaya,130300,13,1,1,2,3,Cameras,4595.7,49,16,5,32,42,Yes
137086,Nikita Chaudhari,49,Male,Tiruppur,West Bengal,182819,117,3,3,2,5,"Cameras, Sensors, Alarms",4213.62,24,12,5,0,12,No
922866,Falan Bansal,63,Female,Purnia,Gujarat,147859,90,1,1,0,8,"Sensors, Locks, Alarms",3922,8,9,1,19,33,No
590123,Omaja Mangal,37,Other,Mirzapur,Sikkim,83072,111,1,0,2,8,"Sensors, Locks",1966.67,5,3,1,34,20,No
819802,Jhalak Kant,54,Other,Raurkela Industrial Township,Odisha,93045,29,3,3,0,3,"Cameras, Alarms",2547.38,16,9,5,8,53,Yes
674881,Vedika Sood,30,Other,Pondicherry,Rajasthan,116649,8,1,3,2,10,"Cameras, Locks",4327.25,38,9,3,23,17,Yes
943058,Raagini Dewan,72,Male,Bikaner,Jharkhand,125326,55,5,2,0,3,Locks,3093.76,47,18,2,38,96,No
420087,Oni Tripathi,73,Female,Alwar,Jharkhand,99334,69,4,1,1,6,Locks,4657.46,34,19,0,20,59,No
532962,Matthew Mishra,56,Other,Nellore,Manipur,166849,105,2,0,1,7,Alarms,4454.28,15,11,1,2,35,No
224338,Urvi Dasgupta,42,Other,Nellore,Mizoram,193487,102,2,0,1,2,"Sensors, Doorbells",2918.12,38,1,1,30,9,No
287637,Henry Yogi,66,Male,Ongole,Meghalaya,153145,38,2,2,0,1,"Sensors, Locks",3408.37,26,18,2,26,69,Yes
447643,Krish Nori,20,Female,Bokaro,Andhra Pradesh,153412,49,4,1,1,2,Sensors,731.91,50,12,2,6,99,Yes
259710,Lakshmi Sule,53,Other,Dindigul,Uttar Pradesh,49885,20,4,3,1,1,"Sensors, Locks",2234.43,47,15,4,14,87,Yes
175646,Saanvi Bail,47,Female,Chinsurah,Himachal Pradesh,140423,85,0,2,0,7,"Alarms, Sensors, Cameras",3265.44,41,19,4,29,26,No
312310,Lekha Balan,25,Female,Pudukkottai,Karnataka,91159,69,5,3,1,5,"Sensors, Cameras, Doorbells",4423.48,39,14,1,36,33,No
866755,Waida Srinivasan,72,Male,Nagpur,Jharkhand,139100,35,1,2,0,1,"Alarms, Cameras",3181.33,1,11,3,15,85,Yes
794737,Tara Rajan,25,Male,Surendranagar Dudhrej,Himachal Pradesh,37209,84,4,3,0,2,"Doorbells, Cameras",2164.77,7,17,2,25,45,No
780062,Sanaya Narain,29,Male,Ujjain,Chhattisgarh,170592,45,2,2,1,2,"Locks, Cameras",2747.73,35,5,5,34,72,Yes
668446,Zashil Behl,59,Other,Ongole,Telangana,57721,16,0,0,1,9,"Alarms, Sensors, Doorbells",3062.58,4,13,0,18,32,Yes
563694,Quincy Kara,66,Other,Tenali,Madhya Pradesh,53756,52,0,0,1,3,"Locks, Cameras",792.76,2,9,2,0,51,Yes
425801,Nitara Talwar,62,Male,Latur,Sikkim,60705,24,0,1,2,4,"Doorbells, Alarms, Sensors",2027.73,27,10,4,3,22,Yes
470858,Urvi Varma,55,Male,Fatehpur,Uttarakhand,122820,99,0,3,2,1,"Locks, Cameras",1137.59,0,9,2,18,61,No
800407,Yatan Memon,70,Female,Kanpur,Karnataka,90852,25,0,3,1,8,Alarms,637.43,41,11,5,6,37,Yes
353858,Karan Dyal,60,Female,Kottayam,Manipur,151371,102,2,0,1,1,"Locks, Alarms",3001.42,5,3,4,44,93,No
499947,Harinakshi Bora,31,Male,Surendranagar Dudhrej,Meghalaya,136548,6,3,3,2,6,Doorbells,2396.88,24,3,1,9,93,Yes
411434,Zinal Chopra,74,Male,Ghaziabad,Tamil Nadu,20677,99,4,3,2,5,Locks,1260.87,29,18,4,43,37,No
926917,Henry Thakur,55,Other,Lucknow,Tamil Nadu,151405,80,4,1,1,7,Doorbells,2884.58,28,7,3,38,28,No
780653,Gaurang Kapadia,21,Male,Amritsar,Haryana,122862,17,3,1,2,8,Cameras,2816.55,8,10,0,21,78,Yes
399234,Anjali Barad,46,Male,Sagar,Kerala,189504,18,5,1,0,7,"Cameras, Doorbells",3114.64,0,17,1,42,91,Yes
127323,Oscar Goswami,72,Male,Naihati,Odisha,126895,107,5,2,0,9,"Doorbells, Sensors",1392.68,0,2,5,19,0,No
140265,Shivansh Rajagopal,54,Female,Tenali,Punjab,103620,76,4,1,1,6,"Sensors, Cameras",1828.14,17,17,3,49,10,No
222066,Timothy Sampath,67,Other,Rajpur Sonarpur,Madhya Pradesh,126903,21,5,0,0,2,"Alarms, Locks",4898.92,32,17,4,47,47,Yes
178062,Jagat Savant,67,Female,Bijapur,Punjab,145093,83,4,2,2,1,Locks,2114.98,11,2,0,27,92,No
766781,Shivani Mukherjee,26,Other,Gudivada,Uttar Pradesh,144431,116,5,0,2,4,Locks,4588.42,15,15,1,39,40,No
780635,Watika Deo,51,Male,Siwan,Goa,166058,100,2,2,1,10,Alarms,1502.93,22,18,3,17,30,No
486711,Samuel Prashad,35,Other,Morbi,Jharkhand,177569,85,0,0,2,1,"Locks, Doorbells, Sensors",2805.6,8,5,5,7,17,No
230593,Omisha Nagy,74,Other,Jaipur,Uttarakhand,194100,50,0,3,0,6,"Sensors, Locks",4271.83,24,10,1,9,0,Yes
937401,Noah Wason,25,Female,Vijayanagaram,Maharashtra,134003,5,2,1,1,2,"Alarms, Doorbells",3965.99,44,16,1,36,29,Yes
939577,Shaurya Lad,19,Female,Katni,Kerala,173015,43,0,0,2,1,Locks,2524.31,27,2,2,41,45,No
702090,Harish Baral,50,Male,Mau,Assam,91444,99,3,1,2,8,"Sensors, Locks",2563.22,18,1,0,7,5,No
843620,Ayush Lata,37,Male,Gulbarga,Bihar,186490,47,3,3,1,1,"Alarms, Cameras",1787.08,25,20,4,26,36,Yes
707138,Janya Goda,21,Other,Karaikudi,Punjab,193298,36,4,2,1,2,Cameras,3031.16,18,8,0,14,15,Yes
362090,Upasna Baria,55,Female,Indore,Odisha,182975,100,0,3,0,2,"Cameras, Sensors",4194.74,22,3,4,22,73,No
948148,Barkha Sen,58,Other,Ranchi,Bihar,98108,29,3,2,1,7,Locks,2370.04,2,11,2,22,55,Yes
126541,Kiaan Parmer,39,Male,Kalyan-Dombivli,Tripura,48777,99,5,2,2,5,Cameras,1201.16,22,20,5,31,58,No
160313,Forum Sidhu,67,Male,Ghaziabad,Manipur,76142,117,1,0,0,4,"Doorbells, Cameras",2832.37,7,15,3,42,81,No
983695,Aashi Kulkarni,43,Male,Patiala,Uttarakhand,22532,76,4,1,0,6,"Doorbells, Locks",1949.18,27,6,1,24,10,No
903666,Watika Shetty,44,Female,Naihati,Himachal Pradesh,148976,108,3,3,1,4,Sensors,1344.2,31,10,1,29,45,No
106989,Teerth Rajagopal,40,Male,Vellore,Chhattisgarh,106189,2,1,0,2,5,"Cameras, Alarms, Doorbells",1444.99,26,6,2,17,70,Yes
786526,Chameli Kalita,67,Male,Nandyal,Jharkhand,145655,9,3,1,1,8,"Sensors, Locks",4068.81,46,7,2,12,34,Yes
578535,Damini Hegde,56,Female,Ujjain,Himachal Pradesh,129829,57,4,3,1,10,"Cameras, Sensors",4761.16,23,17,2,28,26,No
951717,Imaran Chowdhury,60,Other,Kurnool,Haryana,169424,116,2,2,2,3,"Doorbells, Alarms",3316.61,26,4,2,0,7,No
487404,Janaki Butala,35,Other,Nizamabad,Karnataka,40420,9,0,2,1,10,Alarms,4705.34,1,13,1,11,30,Yes
684134,Shravya Bassi,26,Male,Secunderabad,Tripura,89266,47,3,1,2,4,"Cameras, Doorbells",4332.64,27,1,0,27,10,No
591891,Chaitaly Ahuja,45,Female,Pimpri-Chinchwad,Jharkhand,193046,34,1,2,0,1,"Cameras, Doorbells",1700.29,0,5,1,47,1,No
781276,Raagini Bala,51,Male,Singrauli,Nagaland,156837,33,3,0,0,9,"Locks, Cameras, Doorbells",4586.39,29,20,3,13,48,Yes
429544,Yochana Rajagopalan,24,Female,Amravati,Kerala,199478,105,0,2,2,1,Alarms,3659.24,23,9,1,3,24,No
578195,Rohan Varma,73,Female,Jalandhar,Arunachal Pradesh,144682,10,4,3,1,9,"Cameras, Alarms, Doorbells",2992.06,24,18,2,41,77,Yes
207325,Ishanvi Choudhury,60,Female,Tirunelveli,Uttarakhand,41318,94,4,1,1,7,"Alarms, Locks",1888.36,11,12,5,47,88,No
727868,Daksh Kibe,59,Female,Jalandhar,Madhya Pradesh,53285,99,3,2,2,9,Sensors,4692.07,16,6,1,12,20,No
818073,Kashish Warrior,70,Female,Kharagpur,Arunachal Pradesh,110146,38,4,3,0,5,Alarms,4528.02,31,6,3,19,55,Yes
378612,Jonathan Joshi,43,Other,Khammam,Jharkhand,120771,83,2,3,1,8,Locks,1856.78,11,15,1,1,64,No
722513,Laksh Narayan,43,Male,Alwar,Chhattisgarh,71775,11,5,2,1,5,Alarms,2730.61,30,13,5,16,78,Yes
317146,Anusha Pandya,35,Female,Rajpur Sonarpur,Haryana,198158,25,4,1,0,9,"Sensors, Locks, Cameras",4435.3,22,1,0,41,75,Yes
797687,Aadi Sastry,19,Female,Pimpri-Chinchwad,Andhra Pradesh,191728,56,4,1,2,2,Alarms,2457.49,48,9,2,16,44,Yes
276830,Zansi Deshpande,62,Female,Tumkur,Mizoram,110235,101,1,1,2,3,"Sensors, Alarms",1469.03,39,3,3,7,95,No
966151,Christopher Vyas,24,Other,Bhatpara,Telangana,71649,114,4,3,1,5,Alarms,3037.06,7,17,1,29,79,No
615778,Vedhika Kota,49,Male,Proddatur,Nagaland,123442,56,3,1,2,4,"Doorbells, Cameras, Sensors",3856.02,5,6,1,18,43,No
347154,Vamakshi Singh,28,Female,Dharmavaram,Jharkhand,156609,57,2,0,0,5,"Doorbells, Alarms",1537.84,25,11,0,21,97,No
852448,Bhavna Kalita,32,Other,Amaravati,Odisha,41121,9,3,0,0,3,"Locks, Alarms",1351.21,31,2,1,37,41,Yes
903451,Lakshmi Saini,21,Male,Amritsar,Odisha,118619,85,4,2,1,10,"Locks, Cameras",3575.49,29,19,5,39,19,No
481480,Praneel Mahajan,47,Female,Mirzapur,Goa,35803,61,1,1,2,7,Doorbells,740.43,16,15,0,19,22,No
313189,Veda Bhalla,28,Other,Motihari,Manipur,34198,27,5,1,0,7,"Alarms, Doorbells",2175.5,5,19,3,18,45,Yes
205042,Oni Kadakia,29,Male,Medininagar,Tamil Nadu,49651,81,1,0,1,10,Alarms,3531.34,8,4,2,32,80,No
911577,Azad Bava,55,Other,Bhiwani,Jharkhand,189007,64,1,0,0,2,"Doorbells, Locks, Alarms",1568.36,46,20,2,25,91,No
910388,Upkaar Mandal,64,Female,Pune,Odisha,157810,117,0,1,1,4,Cameras,1579.19,37,7,1,50,71,No
494766,Fariq Sane,53,Male,Jorhat,Himachal Pradesh,72522,108,0,1,1,8,"Sensors, Alarms",4663.44,27,18,3,37,2,No
966636,Ekalinga Agarwal,72,Male,Jalna,Assam,175941,53,2,0,1,9,Cameras,537.14,23,0,2,14,4,Yes
551934,Deepa Vaidya,74,Male,Anantapur,Tamil Nadu,111463,95,4,3,0,7,"Locks, Cameras, Alarms",4585.72,20,4,4,4,61,No
133289,Abdul Sandhu,71,Male,Begusarai,Assam,138667,12,3,1,2,8,Doorbells,2356.89,45,1,1,18,73,Yes
772588,Vedhika Mahajan,50,Female,Phagwara,Tamil Nadu,99229,113,2,1,2,5,"Alarms, Sensors",2987.46,48,12,4,1,66,No
165875,Indira Chauhan,60,Female,Siwan,Meghalaya,141241,98,5,0,2,2,"Sensors, Locks, Alarms",3209.32,46,8,0,15,75,No
807532,Hemal Roy,60,Male,Satara,Maharashtra,123963,68,3,3,1,10,"Alarms, Locks, Sensors",1098.99,41,10,4,33,5,No
368949,Widisha Parekh,70,Male,Bilaspur,Karnataka,86638,26,1,3,1,5,"Locks, Alarms, Sensors",1083.57,10,20,1,3,95,Yes
937596,Madhavi Parsa,54,Male,Tiruvottiyur,Uttar Pradesh,58428,16,3,3,1,9,Sensors,1974.88,41,20,3,42,99,Yes
301682,David Kota,18,Male,Parbhani,Gujarat,135834,60,5,1,1,2,"Sensors, Doorbells, Locks",3711.66,6,5,5,46,48,No
355024,Charles Purohit,57,Male,New Delhi,Arunachal Pradesh,20089,98,3,0,0,1,"Alarms, Locks",1414.79,40,3,3,47,26,No
586137,Ekbal More,26,Male,Jaunpur,Haryana,49751,33,4,0,2,4,Cameras,4699.32,12,6,0,30,78,Yes
948539,Liam Yadav,22,Other,Tezpur,Andhra Pradesh,64456,116,0,2,1,8,"Alarms, Locks, Doorbells",3226.83,23,14,4,12,25,No
977022,Chatresh Patel,19,Male,Bareilly,West Bengal,198812,92,4,2,0,2,"Cameras, Sensors",1037.74,29,19,4,38,62,No
643487,Warjas Palla,34,Female,Jamnagar,Andhra Pradesh,167513,29,2,1,0,7,"Alarms, Cameras",2589.41,15,2,4,6,17,Yes
723524,Netra Kuruvilla,40,Male,Bidhannagar,Kerala,95040,54,1,1,1,7,"Cameras, Sensors, Locks",2872.95,46,15,4,15,35,Yes
920063,Tarak Borra,43,Other,Panvel,Madhya Pradesh,38358,103,0,0,0,7,Sensors,3102.35,9,11,2,42,45,No
284481,Logan Solanki,23,Female,Katni,Rajasthan,50738,1,2,3,0,7,"Sensors, Doorbells",4549.14,18,3,2,38,91,Yes
228884,Balendra Shan,60,Male,Sirsa,Manipur,89265,64,0,0,1,6,"Cameras, Alarms, Sensors",1594.13,30,0,1,44,57,No
216088,Qarin Basak,43,Other,Delhi,Punjab,106252,42,1,2,2,5,"Alarms, Cameras, Sensors",3808.45,38,4,1,41,61,No
471587,Devika Bail,25,Male,Nanded,Meghalaya,32335,71,1,2,1,9,Cameras,2033.74,44,11,4,5,10,No
800502,Suhani Ratti,26,Male,Madurai,Meghalaya,119050,53,4,0,2,3,"Sensors, Alarms",1082.26,46,16,1,23,22,Yes
613965,Yochana Muni,59,Other,Salem,Tripura,29302,25,4,1,0,3,Cameras,3580.59,9,3,0,19,50,Yes
152000,Bhavika Hans,63,Female,Delhi,Himachal Pradesh,84409,85,2,3,0,1,"Alarms, Cameras, Doorbells",4568.15,16,19,2,50,22,No
221584,Saumya Bajwa,64,Female,Bidar,Sikkim,60538,117,5,1,1,3,"Alarms, Sensors, Locks",3360.52,33,5,0,46,94,No
627484,Vritti Golla,49,Female,Anantapur,Gujarat,99452,97,4,1,2,10,"Sensors, Locks",4956.41,0,18,1,15,12,No
453297,Hamsini Gala,61,Other,Loni,Tamil Nadu,135517,113,5,3,1,9,"Alarms, Sensors, Doorbells",2665.76,6,4,1,6,42,No
566240,Rajata Karpe,61,Other,Siwan,Karnataka,195127,81,2,1,1,8,"Doorbells, Alarms",4708.44,50,12,5,44,12,No
340076,Edhitha Bora,60,Female,Bellary,Meghalaya,59836,38,1,3,2,7,"Doorbells, Cameras, Alarms",662.32,40,6,5,26,17,Yes
135236,Abhiram Krishna,75,Female,Bilaspur,Manipur,29773,93,1,0,2,8,"Doorbells, Sensors, Locks",3537.2,29,2,1,32,59,No
474114,Wazir Shan,70,Other,Morena,Chhattisgarh,114911,66,2,3,1,2,"Doorbells, Locks",983.81,40,3,1,47,82,No
733936,Lakshmi Sarma,24,Female,Bhubaneswar,Assam,182667,89,4,3,2,10,Locks,872.56,18,3,4,30,47,No
580615,Faraj Bakshi,75,Female,Hazaribagh,Manipur,169117,89,5,2,2,1,"Cameras, Sensors",2337.13,6,6,2,2,97,No
972671,Lopa Sankaran,57,Male,Panihati,Nagaland,152662,65,0,2,2,8,"Locks, Doorbells",2107.73,46,11,4,43,95,No
914482,Zinal Bava,54,Male,Machilipatnam,Jharkhand,73466,106,0,2,1,6,"Doorbells, Locks, Alarms",1892.92,16,14,4,40,45,No
762482,Jyoti Joshi,62,Male,Mahbubnagar,West Bengal,151230,113,4,0,0,5,"Locks, Sensors",1425.9,15,9,5,25,2,No
330213,Harini Sehgal,60,Female,Miryalaguda,Manipur,79636,31,1,1,0,2,Alarms,3673.9,50,13,0,29,40,Yes
882944,Vihaan Manne,73,Male,Sikar,Sikkim,52290,108,3,0,1,5,"Sensors, Alarms",718.04,1,7,5,19,87,No
690404,Krisha Sengupta,62,Female,Hindupur,Chhattisgarh,165125,43,5,2,2,2,Locks,2826.72,45,20,1,7,56,Yes
563879,Jalsa Gade,57,Other,Jodhpur,Haryana,109304,100,3,3,1,2,"Cameras, Alarms, Doorbells",4189.36,6,4,1,47,93,No
185895,Siddharth Oommen,20,Male,Vellore,Haryana,198135,74,3,3,2,2,"Sensors, Doorbells",3025.16,14,7,5,26,68,No
863116,Yochana Sachdeva,61,Other,Mango,Tripura,140940,38,3,0,2,9,Sensors,928.16,16,8,3,13,55,Yes
529554,Charvi Iyer,40,Female,Nagaon,Andhra Pradesh,163174,88,3,3,2,6,"Doorbells, Alarms",3970.26,47,7,4,20,37,No
965126,Ati Bhandari,42,Other,Karnal,Jharkhand,76851,103,2,0,2,2,"Sensors, Alarms",3197.19,23,18,4,43,1,No
763592,Chakradhar Varma,35,Other,Jalna,Andhra Pradesh,157649,62,0,0,2,10,"Doorbells, Cameras, Locks",4492.39,31,20,3,29,74,No
169874,Abha Goel,46,Female,Morena,Gujarat,179665,84,0,0,1,8,"Sensors, Alarms",1212.93,9,8,5,4,96,No
628772,Hredhaan Bansal,32,Female,Kottayam,Tripura,53222,39,0,2,1,9,"Cameras, Locks, Alarms",3804.81,34,13,4,39,51,Yes
250500,Ridhi Bhandari,51,Other,Noida,Assam,181439,25,4,3,2,7,Doorbells,1765.18,43,20,2,18,78,Yes
176457,Chaaya Memon,30,Male,Kishanganj,Arunachal Pradesh,190012,15,1,0,0,6,Sensors,767.7,47,0,4,21,54,Yes
945491,Vivaan Srinivasan,49,Female,Dehradun,Goa,156948,71,4,1,1,6,Sensors,3866.3,41,11,5,30,72,No
837810,Qarin Sampath,40,Other,Bardhaman,Kerala,161407,89,0,3,1,8,"Cameras, Doorbells, Sensors",4901.72,20,20,4,35,64,No
670037,Advik Rao,50,Other,Sambhal,Madhya Pradesh,47230,43,1,1,1,9,Alarms,1364.62,6,15,1,12,50,Yes
649204,Abhimanyu Toor,31,Male,Amaravati,Chhattisgarh,68300,52,3,2,1,8,"Cameras, Locks, Sensors",953.37,2,10,3,31,23,No
581935,Falguni Lata,68,Other,Medininagar,Assam,113039,99,2,0,1,3,Cameras,2392.54,6,9,0,8,89,No
506403,Pushti Tara,74,Other,Bhopal,Karnataka,101261,107,3,2,2,6,"Sensors, Alarms, Doorbells",4979.27,7,10,4,38,4,No
201636,Balvan Lata,73,Other,Dhule,Kerala,156746,22,4,2,0,4,"Locks, Doorbells, Alarms",3962.12,26,8,2,17,94,Yes
292555,Harini Aurora,64,Female,Katihar,Uttar Pradesh,60268,58,0,0,1,1,"Locks, Alarms, Sensors",2810.73,43,12,1,20,4,No
250503,Yashodhara Bains,69,Other,Kakinada,Assam,92411,39,2,2,2,5,Sensors,1930.27,0,7,4,49,19,No
732203,Guneet Savant,22,Female,Ujjain,Himachal Pradesh,158015,3,3,3,0,3,Alarms,4412.29,35,19,0,35,48,Yes
383027,Ekiya Sama,39,Male,Allahabad,Kerala,113166,108,4,0,2,3,"Sensors, Alarms, Locks",591.8,9,15,0,28,67,No
470370,Nidhi Modi,39,Female,Giridih,Tripura,190720,31,5,0,2,8,Sensors,2710.76,33,15,1,0,28,Yes
438107,Idika Arora,58,Male,Agra,Sikkim,34232,104,5,3,2,1,"Cameras, Doorbells",3974.3,28,6,5,4,55,No
489669,Yasti Wable,56,Male,Naihati,Punjab,155057,28,4,0,0,3,Cameras,4308.8,25,0,1,16,75,Yes
796762,Keya Uppal,74,Male,Gwalior,Rajasthan,153111,113,1,2,1,4,"Locks, Sensors, Doorbells",1447.59,46,16,4,1,38,No
172570,Ansh Subramanian,70,Male,Imphal,West Bengal,56313,7,5,3,0,1,"Alarms, Cameras, Doorbells",4920.25,36,16,4,50,22,Yes
570678,Sara Sodhi,37,Other,Ranchi,Sikkim,79896,27,5,3,1,10,Locks,2534.22,39,0,5,7,28,Yes
837429,Bhavini Tata,59,Other,Vellore,Meghalaya,152906,25,3,1,1,7,"Cameras, Sensors, Alarms",2678.64,2,0,4,21,5,Yes
352417,Ishanvi Sidhu,48,Female,Fatehpur,Tripura,79273,21,0,1,2,2,"Locks, Sensors",3942.46,33,0,0,48,30,Yes
929822,Wridesh Peri,19,Male,Dehri,Assam,139080,18,3,3,0,7,Cameras,2782.97,50,18,3,0,50,Yes
279074,Warhi Banik,26,Female,Thiruvananthapuram,Goa,71324,7,1,0,0,10,Doorbells,623.3,17,17,1,30,98,Yes
625084,Yuvraj Venkatesh,50,Male,Gopalpur,Haryana,98125,91,0,1,2,7,"Locks, Sensors",2196.61,6,12,3,46,31,No
799510,Viraj Chana,67,Male,Sonipat,Gujarat,180634,100,4,0,1,1,Cameras,1718.62,21,0,4,24,22,No
917992,Varsha Johal,71,Male,Hindupur,Uttar Pradesh,172574,75,3,2,1,2,"Locks, Doorbells",3516.05,13,10,1,27,50,No
591582,Harish Kibe,23,Female,Srinagar,West Bengal,75650,16,2,3,2,9,"Sensors, Doorbells",2357.04,15,7,2,47,88,Yes
500026,Fitan Majumdar,70,Other,Kurnool,Nagaland,67284,66,4,1,0,4,"Cameras, Doorbells, Alarms",4527.87,12,6,5,18,25,No
614615,Gaurika Choudhry,56,Male,Berhampur,Nagaland,187591,32,5,2,0,7,"Locks, Alarms, Doorbells",4133.82,28,11,4,50,29,Yes
426539,Samuel Hari,62,Male,Mango,Arunachal Pradesh,109239,36,4,3,0,5,Cameras,4786.07,30,4,5,28,2,Yes
954974,Peter Naik,67,Male,Nangloi Jat,Himachal Pradesh,100090,1,3,1,1,3,"Cameras, Doorbells, Locks",1771.61,10,10,2,28,71,Yes
788920,Jyoti Chauhan,50,Male,Bahraich,Manipur,111510,65,4,1,2,9,Sensors,1539.61,23,13,2,21,94,No
314981,George Gaba,73,Female,Adoni,Uttarakhand,136696,75,1,3,2,4,"Alarms, Sensors, Cameras",1325.64,24,1,5,3,79,No
425218,Arjun Pandey,43,Female,Ghaziabad,Madhya Pradesh,25539,3,4,2,2,10,"Alarms, Locks, Doorbells",2537.07,49,13,1,3,83,Yes
322310,Om Dixit,59,Other,Nashik,Nagaland,168355,1,4,0,0,4,"Locks, Cameras, Doorbells",3207.02,5,10,4,2,21,Yes
669917,Nicholas Walia,27,Other,Bhusawal,Telangana,195483,12,1,2,1,10,"Locks, Alarms",4398.64,23,14,5,30,47,Yes
205465,Krishna Kapur,62,Male,Vadodara,Nagaland,44658,65,4,2,2,4,Sensors,618.68,21,9,5,48,59,No
488688,Chanchal Sankar,27,Other,Aligarh,Sikkim,119486,72,0,3,1,9,"Cameras, Locks",3732.16,41,0,2,21,37,No
992581,Triveni Shah,29,Male,Bhimavaram,Arunachal Pradesh,182141,14,4,0,0,7,"Alarms, Sensors",3109.38,38,11,1,33,22,Yes
150257,Kiaan Madan,60,Female,Parbhani,Gujarat,170920,100,1,3,2,5,"Locks, Sensors",948.96,10,18,1,23,63,No
497923,Eiravati Choudhary,31,Female,Gurgaon,Arunachal Pradesh,185091,19,2,3,1,8,"Locks, Sensors",649.38,18,9,2,29,83,Yes
604480,Udant Mistry,70,Other,Panipat,Goa,44746,29,4,2,2,2,Locks,3245.22,3,20,2,7,62,Yes
162815,Warhi Barman,68,Male,Sri Ganganagar,Karnataka,166010,21,1,0,1,7,"Alarms, Locks",2278.99,24,13,3,34,28,Yes
799958,Matthew Chada,40,Female,Kanpur,Andhra Pradesh,144639,118,5,1,1,1,Locks,2742.36,7,16,1,50,22,No
331300,Pushti Seth,25,Male,Bhiwandi,Andhra Pradesh,139897,57,5,3,1,8,"Doorbells, Alarms, Sensors",653.36,40,5,2,0,34,Yes
826102,Nikita Keer,70,Male,Sikar,Jharkhand,168404,10,0,1,1,4,"Alarms, Locks",2255.89,39,5,5,19,18,Yes
929331,Bhavya Garg,20,Female,Giridih,Punjab,162710,62,1,3,1,7,Alarms,993.9,11,15,3,18,99,No
973932,Nakul Salvi,29,Female,Firozabad,Gujarat,52090,69,2,3,0,10,"Alarms, Locks, Sensors",767.19,36,4,1,34,97,No
876447,Harish Naik,75,Other,Kalyan-Dombivli,Jharkhand,186108,103,3,0,2,3,"Alarms, Locks, Sensors",1512.17,43,10,5,3,22,No
866968,Hritik Borah,59,Female,Nadiad,Gujarat,195392,48,2,0,1,8,"Locks, Alarms",1786.39,12,12,2,9,86,Yes
126459,Arjun Golla,42,Other,Ongole,Mizoram,121753,4,2,1,2,5,"Alarms, Sensors",3726.92,44,11,5,43,78,Yes
337719,Xalak Acharya,41,Other,Muzaffarnagar,Goa,150946,64,2,0,0,2,"Alarms, Cameras",802.2,30,3,2,31,81,No
807827,Aditya Dubey,31,Other,Guntakal,Tripura,61706,58,1,2,0,4,"Alarms, Locks, Sensors",550.89,50,8,1,5,55,Yes
241703,Vedant Acharya,30,Other,Sikar,Madhya Pradesh,91070,89,3,2,0,3,"Doorbells, Sensors",4524.02,14,3,1,42,57,No
111880,Yashvi Narula,69,Female,Siliguri,Haryana,23487,70,0,1,2,1,"Cameras, Alarms",1752.83,20,11,5,8,88,No
531696,Nakul Walla,66,Female,Kamarhati,Sikkim,140983,20,3,0,2,1,Sensors,2889.66,16,16,0,23,57,Yes
245544,Brinda Dua,73,Female,Hazaribagh,Chhattisgarh,189979,109,5,2,0,9,"Locks, Cameras, Sensors",3507.94,48,19,2,24,47,No
385487,Ucchal Ranganathan,30,Female,Tirunelveli,Meghalaya,44541,94,5,1,0,6,"Sensors, Cameras",1080.72,27,1,1,33,52,No
677357,Sara Boase,71,Female,Dehri,Bihar,196784,41,5,0,0,1,"Sensors, Alarms",3313.6,6,1,0,27,5,No
724640,Kalpit Bhakta,28,Other,Jaunpur,Sikkim,182154,54,4,0,2,9,Doorbells,3254.67,11,8,4,49,4,No
643705,Bimala Batra,50,Female,Cuttack,Manipur,157748,77,2,2,0,7,"Locks, Sensors, Alarms",2597.27,5,15,5,21,41,No
